,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Origem,Matrícula,Valor Fixo,Série
2760,2018,,Diesel,Usados,8073355810,BMW,150 cv,11 175 km,SUV / TT,Automática,Nacional,,,Série X
2761,2019,,Diesel,Usados,8073355778,BMW,116 cv,12 263 km,SUV / TT,Manual,Nacional,,,Série X
2762,1998,Classe 1,Diesel,Usados,8074209053,BMW,136 cv,250 000 km,Sedan,Manual,,,,Série 3
2763,2016,Classe 1,Gasolina,Usados,8072993097,Mitsubishi,80 cv,44 850 km,Citadino,Manual,Nacional,,,
2764,2004,,GPL,Usados,8075602868,Toyota,110 cv,400 000 km,Monovolume,Manual,,,Sim,
2765,2015,Classe 1,Gasolina,Usados,8061526126,Renault,90 cv,36 000 km,Citadino,Manual,Nacional,,,
2766,2017,Classe 1,Diesel,Usados,8050408020,BMW,150 cv,62 000 km,Sedan,Manual,Nacional,,Sim,Série 3
2767,2018,Classe 1,Diesel,Usados,8064127156,Audi,116 cv,49 000 km,Sedan,Manual,Nacional,,,
2768,2014,Classe 1,Gasolina,Usados,8073959850,VW,105 cv,34 500 km,Cabrio,Manual,Nacional,,,
2769,2016,Classe 1,Gasolina,Usados,8072993097,Mitsubishi,80 cv,44 850 km,Citadino,Manual,Nacional,,,
2770,2018,,Diesel,Usados,8071143393,Jaguar,180 cv,30 000 km,Sedan,Automática,,,,
2771,2019,Classe 1,Gasolina,Usados,8074273914,Fiat,69 cv,15 000 km,Pequeno citadino,Automática,Nacional,,,
2772,2017,,Gasolina,Usados,8073356742,Fiat,69 cv,59 895 km,Pequeno citadino,Manual,Nacional,,,
2773,2015,Classe 1,Diesel,Usados,8075534190,VW,110 cv,151 000 km,Utilitário,Manual,Nacional,,,
2774,2006,Classe 1,Diesel,Usados,8069306671,Toyota,150 cv,223 000 km,Carrinha,Manual,Nacional,,,
2775,2018,Classe 1,Gasolina,Usados,8071839738,VW,75 cv,31 464 km,Citadino,Manual,Nacional,,,
2776,2019,Classe 1,Gasolina,Usados,8074283216,Fiat,69 cv,15 151 km,Cabrio,Automática,Nacional,,,
2777,2006,Classe 1,Gasolina,Usados,8072346860,Skoda,75 cv,123 000 km,Monovolume,Manual,Nacional,,,
2778,2012,,Diesel,Usados,8075632052,BMW,245 cv,155 km,SUV / TT,Automática,,,,Série X
2779,2005,Classe 1,Diesel,Usados,8059960098,Citroën,110 cv,205 000 km,Citadino,Manual,Nacional,,,
2780,2019,Classe 1,Gasolina,Usados,8069171457,Fiat,69 cv,12 000 km,Cabrio,Manual,Nacional,,,
2781,2008,Classe 1,Diesel,Usados,8075600302,BMW,177 cv,220 000 km,Carrinha,Automática,,,,Série 5
2782,2014,Classe 1,Diesel,Usados,8045772433,Mercedes-Benz,109 cv,64 131 km,Sedan,Automática,Importado,,,Classe CLA
2783,2008,Classe 1,Diesel,Usados,8074282379,Audi,143 cv,190 000 km,Carrinha,Manual,Nacional,,,
2784,2015,Classe 1,Diesel,Usados,8075602706,Audi,150 cv,158 948 km,Carrinha,Manual,Nacional,,Sim,
2785,2001,,Gasolina,Usados,8075602593,Opel,100 cv,220 970 km,Monovolume,Manual,,,,
2786,2017,,Gasolina,Usados,8073356811,Fiat,69 cv,58 585 km,Pequeno citadino,Manual,Nacional,,,
2787,2018,Classe 1,Diesel,Usados,8065075337,Audi,115 cv,41 000 km,Sedan,Manual,Nacional,,,
2788,2010,Classe 1,Gasolina,Usados,8056512829,SEAT,70 cv,139 000 km,Citadino,Manual,Nacional,,Sim,
2789,2008,,Diesel,Usados,8075602507,Hyundai,75 cv,228 348 km,Pequeno citadino,Manual,Nacional,,,
2790,1999,,Diesel,Usados,8075603125,Nissan,103 cv,279 000 km,SUV / TT,,,,,
2791,2015,,Gasolina,Usados,8075602850,Smart,90 cv,39 000 km,Citadino,Manual,,,,
2792,2012,,Diesel,Usados,8075632052,BMW,245 cv,155 km,SUV / TT,Automática,,,,Série X
2793,2018,,Diesel,Usados,8071143393,Jaguar,180 cv,30 000 km,Sedan,Automática,,,,
2794,2017,Classe 1,Gasolina,Usados,8070173325,Ford,80 cv,47 000 km,Citadino,Manual,Nacional,,,
2795,2015,,Diesel,Usados,8071205220,VW,75 cv,71 754 km,Citadino,Manual,,94QJ98,Sim,
2796,2019,Classe 1,Gasolina,Usados,8071921989,Fiat,69 cv,12 000 km,Cabrio,Automática,Nacional,,,
2797,2001,Classe 1,Diesel,Usados,8072346294,Fiat,110 cv,207 000 km,Carrinha,Manual,,,,
2798,2015,,Diesel,Usados,8071205220,VW,75 cv,71 754 km,Citadino,Manual,,94QJ98,Sim,
2799,2015,Classe 1,Diesel,Usados,8075602860,BMW,116 cv,112 800 km,Utilitário,Manual,,,,Série 1
2800,2015,Classe 1,Gasolina,Usados,8061526126,Renault,90 cv,36 000 km,Citadino,Manual,Nacional,,,
2801,2003,Classe 1,Gasolina,Usados,8072389310,Mazda,75 cv,135 000 km,Citadino,,Nacional,,,
2802,2012,Classe 1,Diesel,Usados,8073285820,Fiat,105 cv,53 500 km,Utilitário,Manual,Nacional,,,
2803,2010,Classe 1,Diesel,Usados,8058283089,SEAT,109 cv,132 000 km,Monovolume,Manual,,,Sim,
2804,2013,Classe 1,Diesel,Usados,8072929181,SEAT,105 cv,144 000 km,Citadino,Manual,,,,
2805,2015,Classe 1,Gasolina,Usados,8059189547,Fiat,75 cv,60 000 km,Cabrio,Manual,Nacional,,Sim,
2806,2014,Classe 1,Diesel,Usados,8070994030,Renault,90 cv,132 000 km,SUV / TT,Manual,,,,
2807,1999,Classe 1,Diesel,Usados,8075601764,BMW,184 cv,325 000 km,Sedan,Manual,Nacional,,Sim,Série 5
2808,2002,Classe 1,Diesel,Usados,8044603618,Mercedes-Benz,143 cv,390 000 km,Carrinha,Manual,Importado,,Sim,Classe C
2809,2016,,Diesel,Usados,8074297727,Mercedes-Benz,109 cv,93 000 km,Utilitário,Manual,,00-00-00,,Classe A
2810,2008,Classe 1,Diesel,Usados,8052150984,Opel,90 cv,190 000 km,Citadino,Manual,Nacional,,Sim,
2811,2017,Classe 1,Diesel,Usados,8074377269,VW,105 cv,85 150 km,Utilitário,Manual,,,,
2812,2006,Classe 2,Diesel,Usados,8075601000,Ford,75 cv,242 967 km,Citadino,Manual,,99_BV-92,,
2813,2011,,Diesel,Usados,8075601489,Toyota,144 cv,179 000 km,SUV / TT,Manual,Nacional,,,
2814,2015,Classe 1,Diesel,Usados,8074296690,SEAT,105 cv,36 000 km,Carrinha,Manual,Nacional,66-PZ-37,,
2815,2000,Classe 1,Gasolina,Usados,8075602174,Fiat,55 cv,162 000 km,Pequeno citadino,Manual,,14-74-QC,Sim,
2816,2010,Classe 1,Diesel,Usados,8072161477,SEAT,90 cv,162 000 km,Utilitário,Manual,Nacional,,Sim,
2817,2007,Classe 1,Diesel,Usados,8075602046,Mercedes-Benz,170 cv,289 000 km,Sedan,Manual,Nacional,,,Classe C
2818,2007,Classe 1,Diesel,Usados,8072282086,BMW,163 cv,214 000 km,Sedan,Manual,Nacional,,Sim,Série 3
2819,2017,,Diesel,Usados,8073355749,BMW,190 cv,45 401 km,Cabrio,Automática,Nacional,,,Série 4
2820,2015,,Diesel,Usados,8068142220,VW,150 cv,106 634 km,Sedan,Automática,,45QJ66,Sim,
2821,2015,Classe 1,Diesel,Usados,8068991437,Renault,110 cv,113 776 km,Utilitário,Manual,Importado,,,
2822,2002,,Diesel,Usados,8074283339,Opel,75 cv,211 000 km,Carrinha,Manual,Nacional,62-38-TI,Sim,
2823,2006,Classe 1,Diesel,Usados,8070486868,Mazda,143 cv,176 373 km,Monovolume,Manual,Nacional,,,
2824,2017,Classe 1,Diesel,Usados,8074377269,VW,105 cv,85 150 km,Utilitário,Manual,,,,
2825,2015,Classe 1,Diesel,Usados,8072908601,Mercedes-Benz,136 cv,120 000 km,Carrinha,Manual,,,,Classe C
2826,2015,Classe 1,Diesel,Usados,8074296690,SEAT,105 cv,36 000 km,Carrinha,Manual,Nacional,66-PZ-37,,
2827,2006,Classe 1,Diesel,Usados,8072265841,Mercedes-Benz,143 cv,235 000 km,Monovolume,Automática,Nacional,,Sim,Classe B
2828,2012,Classe 1,Diesel,Usados,8073285820,Fiat,105 cv,53 500 km,Utilitário,Manual,Nacional,,,
2829,2012,,Diesel,Usados,8075601567,Fiat,84 cv,109 000 km,Citadino,Manual,Nacional,,,
2830,2011,Classe 1,Diesel,Usados,8048283278,Audi,204 cv,222 494 km,Carrinha,Automática,Nacional,83-MO-36,,
2831,2008,,Diesel,Usados,8075602507,Hyundai,75 cv,228 348 km,Pequeno citadino,Manual,Nacional,,,
2832,2003,,Gasolina,Usados,8068962841,Mercedes-Benz,240 cv,149 644 km,Cabrio,,,,Sim,Classe CLK
2833,2014,,Diesel,Usados,8007420085,Citroën,100 cv,110 000 km,Utilitário,Manual,,,,
2834,2002,Classe 1,Diesel,Usados,8072267383,Mercedes-Benz,143 cv,280 000 km,Coupé,Manual,Importado,,Sim,Classe C
2835,2017,,Gasolina,Usados,8075602037,Renault,90 cv,1 km,Citadino,Manual,,,,
2836,2011,,Diesel,Usados,8064789622,Peugeot,110 cv,200 000 km,Sedan,Automática,Nacional,,,
2837,2016,,Gasolina,Usados,8069553132,Fiat,69 cv,8 000 km,Pequeno citadino,Automática,,,Sim,
2838,2017,Classe 1,Híbrido (Gasolina),Usados,8055771945,BMW,326 cv,44 000 km,Sedan,Automática,Importado,,,Série 7
2839,2015,,Diesel,Usados,8068142220,VW,150 cv,106 634 km,Sedan,Automática,,45QJ66,Sim,
2840,2019,Classe 2,Diesel,Usados,8075601126,Jeep,200 cv,36 km,SUV / TT,Automática,Nacional,49-XU-45,Sim,
2841,2017,,Gasolina,Usados,8073355689,Abarth,135 cv,54 956 km,Utilitário,Manual,,,,
2842,2014,,Diesel,Usados,8073103056,BMW,116 cv,110 000 km,Utilitário,Manual,,,,Série 1
2843,2015,,Diesel,Usados,8064630446,Renault,110 cv,130 000 km,Monovolume,Manual,,,,
2844,2008,Classe 1,Diesel,Usados,8067773514,BMW,143 cv,220 000 km,Utilitário,Manual,,,,Série 1
2845,2006,,Diesel,Usados,8058334852,Opel,125 cv,207 542 km,Coupé,Manual,Nacional,,,
2846,2004,Classe 1,Diesel,Usados,8074309731,Citroën,75 cv,248 000 km,Citadino,Manual,Nacional,,,
2847,2010,,Diesel,Usados,8073083218,Renault,150 cv,200 000 km,Carrinha,Manual,Nacional,,,
2848,2010,,Gasolina,Usados,8057094699,Chevrolet,68 cv,72 765 km,Pequeno citadino,Manual,Nacional,,,
2849,2016,Classe 1,Eléctrico,Usados,8070988465,Nissan,110 cv,29 966 km,Utilitário,Automática,,,Sim,
2850,2014,Classe 1,Eléctrico,Usados,8075600793,BMW,34 cv,55 000 km,Utilitário,Automática,Importado,,Sim,Série i
2851,2015,Classe 1,Diesel,Usados,8067867124,VW,110 cv,78 600 km,Carrinha,Manual,Nacional,00-00-00,,
2852,2010,,Gasolina,Usados,8065128159,Citroën,61 cv,127 512 km,Citadino,Manual,Nacional,,,
2853,2016,Classe 1,Diesel,Usados,8067219017,BMW,116 cv,151 300 km,Utilitário,Manual,,,,Série 1
2854,2011,Classe 1,Diesel,Usados,8075601219,VW,140 cv,208 000 km,Carrinha,Manual,Nacional,,,
2855,2011,Classe 1,Diesel,Usados,8075600965,Skoda,115 cv,390 000 km,Citadino,Manual,Nacional,,,
2856,2016,Classe 1,Gasolina,Usados,8075601012,Audi,110 cv,46 900 km,Utilitário,Manual,,,,
2857,2018,,Gasolina,Usados,8066246812,Peugeot,82 cv,13 390 km,SUV / TT,Manual,Nacional,,,
2858,2019,Classe 2,Diesel,Usados,8072339413,Jeep,200 cv,39 km,SUV / TT,Automática,Nacional,49-XU-66,Sim,
2859,2009,Classe 1,Diesel,Usados,8075600799,BMW,143 cv,175 000 km,Sedan,Manual,,,,Série 1
2860,2017,Classe 1,Diesel,Usados,8075496167,Peugeot,75 cv,73 238 km,Citadino,Manual,,,Sim,
2861,2014,,Diesel,Usados,8073103056,BMW,116 cv,110 000 km,Utilitário,Manual,,,,Série 1
2862,2016,Classe 1,Eléctrico,Usados,8070988465,Nissan,110 cv,29 966 km,Utilitário,Automática,,,Sim,
2863,2001,Classe 1,Diesel,Usados,8052106349,Ford,115 cv,324 000 km,Monovolume,Manual,Nacional,,Sim,
2864,2002,,Diesel,Usados,8075522807,Land Rover,120 cv,200 000 km,SUV / TT,,,,,
2865,2014,Classe 1,Diesel,Usados,8075601235,Ford,105 cv,164 000 km,Carrinha,Manual,,,,
2866,2014,Classe 1,Gasolina,Usados,8052117257,Fiat,69 cv,88 579 km,Cabrio,Manual,Nacional,25-OV-28,Sim,
2867,2016,,Diesel,Usados,8052166381,Porsche,258 cv,98 000 km,SUV / TT,Automática,,,,
2868,2019,Classe 1,Gasolina,Usados,8066377066,Mazda,100 cv,9 km,Utilitário,Manual,Nacional,,,
2869,2015,Classe 1,Diesel,Usados,8075601318,Opel,110 cv,123 000 km,Carrinha,Manual,Nacional,36-PS-47,,
2870,2019,Classe 1,Gasolina,Usados,8066377066,Mazda,100 cv,9 km,Utilitário,Manual,Nacional,,,
2871,2017,Classe 1,Gasolina,Usados,8074190135,Audi,95 cv,37 000 km,Citadino,Manual,Nacional,44-TH-62,Sim,
2872,2014,,Diesel,Usados,8074281875,Renault,110 cv,129 000 km,Carrinha,,Importado,,,
2873,2008,Classe 1,Diesel,Usados,8074224333,Kia,115 cv,272 876 km,Carrinha,Manual,Nacional,26-FU-26,,
2874,2002,,Diesel,Usados,8075601097,Renault,65 cv,195 000 km,Citadino,Manual,,,Sim,
2875,2003,Classe 1,Diesel,Usados,8075536118,Opel,125 cv,225 000 km,Monovolume,Manual,Nacional,,,
2876,2019,Classe 1,Gasolina,Usados,8071207369,Mitsubishi,80 cv,19 518 km,Citadino,Manual,Nacional,,,
2877,2013,,Eléctrico,Usados,8075601164,Renault,60 cv,9 600 km,Carrinha,,,,Sim,
2878,2019,Classe 1,Gasolina,Usados,8071207369,Mitsubishi,80 cv,19 518 km,Citadino,Manual,Nacional,,,
2879,2018,Classe 1,Diesel,Usados,8075600932,Audi,190 cv,30 181 km,SUV / TT,Automática,Nacional,52-UG-26,Sim,
2880,2018,Classe 1,Diesel,Usados,8069603978,Mercedes-Benz,194 cv,8 000 km,Sedan,Automática,Nacional,59-VR-06,Sim,Classe C
2881,2015,,Diesel,Usados,8067770172,Renault,110 cv,35 000 km,Utilitário,,,,,
2882,2015,,Eléctrico,Usados,8075758317,Renault,88 cv,42 489 km,Pequeno citadino,Automática,,,Sim,
2883,2015,Classe 1,Gasolina,Usados,8075585261,Renault,90 cv,90 601 km,Citadino,Manual,Nacional,,,
2884,2006,,Diesel,Usados,8065755768,Ford,110 cv,127 000 km,Carrinha,,Nacional,,,
2885,2015,Classe 1,Diesel,Usados,8072706105,Peugeot,120 cv,143 000 km,Carrinha,Manual,,,Sim,
2886,2015,,Eléctrico,Usados,8075758317,Renault,88 cv,42 489 km,Pequeno citadino,Automática,,,Sim,
2887,2008,Classe 1,Gasolina,Usados,8072372534,VW,150 cv,106 132 km,SUV / TT,Manual,Nacional,,Sim,
2888,2014,Classe 1,Diesel,Usados,8041264984,SEAT,115 cv,155 000 km,Carrinha,Manual,,,Sim,
2889,1999,Classe 1,Diesel,Usados,8075600662,Mercedes-Benz,125 cv,540 000 km,Sedan,Manual,Importado,,,Classe C
2890,2016,Classe 1,Diesel,Usados,8069213893,Peugeot,120 cv,158 000 km,SUV / TT,Manual,,,Sim,
2891,2019,Classe 1,Diesel,Usados,8069602956,Mercedes-Benz,136 cv,6 500 km,Carrinha,Manual,Nacional,18-XD-23,Sim,Classe C
2892,2001,Classe 1,Gasolina,Usados,8070851291,Opel,115 cv,114 000 km,Coupé,Manual,Nacional,,,
2893,2003,,Diesel,Usados,8075600605,Renault,120 cv,226 185 km,Carrinha,Manual,,,,
2894,2009,Classe 1,Diesel,Usados,8046160692,BMW,143 cv,108 000 km,Cabrio,Manual,Nacional,,,Série 1
2895,2012,Classe 1,Gasolina,Usados,8075600441,Porsche,500 cv,157 012 km,Sedan,Automática,,,Sim,
2896,2002,,Diesel,Usados,8075627211,Mercedes-Benz,116 cv,188 000 km,Sedan,,,,,Classe C
2897,2014,Classe 1,Diesel,Usados,8059301371,BMW,184 cv,149 600 km,Utilitário,Manual,,,,Série 1
2898,2019,Classe 1,Diesel,Usados,8069609453,Mercedes-Benz,194 cv,5 000 km,Sedan,Automática,Nacional,39-XA-16,Sim,Classe C
2899,2018,Classe 1,Diesel,Usados,8069213505,Renault,115 cv,108 000 km,Carrinha,Automática,,,Sim,
2900,2015,Classe 1,Gasolina,Usados,8073095510,Smart,71 cv,33 400 km,Pequeno citadino,Manual,,,,
2901,2014,Classe 1,Diesel,Usados,8072570420,Audi,136 cv,280 000 km,Sedan,Manual,Nacional,,Sim,
2902,2017,Classe 1,Híbrido (Gasolina),Usados,8075750164,BMW,252 cv,42 000 km,Sedan,Automática,Nacional,,Sim,Série 5
2903,2017,Classe 1,Híbrido (Gasolina),Usados,8075750164,BMW,252 cv,42 000 km,Sedan,Automática,Nacional,,Sim,Série 5
2904,2015,,Diesel,Usados,8069603512,Peugeot,115 cv,100 000 km,Utilitário,Manual,Nacional,,Sim,
2905,2016,,Diesel,Usados,8074402082,Renault,90 cv,125 085 km,Citadino,Manual,,19SE21,Sim,
2906,2004,Classe 1,Gasolina,Usados,8075350889,VW,75 cv,131 000 km,Citadino,Manual,,,,
2907,2014,Classe 1,Diesel,Usados,8070046907,SEAT,110 cv,179 000 km,Carrinha,Manual,,,,
2908,2015,,Diesel,Usados,8067770172,Renault,110 cv,35 000 km,Utilitário,,,,,
2909,2016,,Diesel,Usados,8074402153,Renault,75 cv,38 895 km,Citadino,Manual,,15RN89,Sim,
2910,2015,Classe 1,Diesel,Usados,8002451960,Mercedes-Benz,110 cv,148 000 km,Citadino,Manual,,,Sim,Classe A
2911,2016,Classe 1,Diesel,Usados,8058792194,Renault,110 cv,73 000 km,Carrinha,Manual,,,Sim,
2912,2014,Classe 1,Diesel,Usados,8072708425,SEAT,110 cv,171 000 km,Utilitário,Manual,,,,
2913,2015,Classe 2,Diesel,Usados,8073093643,Mercedes-Benz,258 cv,83 000 km,SUV / TT,Automática,Nacional,20-QE-31,Sim,Classe GLE
2914,2009,,Diesel,Usados,8063337889,VW,140 cv,238 201 km,Sedan,Manual,Nacional,00-00-00,Sim,
2915,2015,,Diesel,Usados,8037070775,Peugeot,120 cv,166 000 km,Carrinha,Manual,,,Sim,
2916,2012,Classe 1,Diesel,Usados,8075600621,Peugeot,112 cv,82 000 km,Carrinha,Manual,Nacional,,,
2917,2002,,Diesel,Usados,8075627211,Mercedes-Benz,116 cv,188 000 km,Sedan,,,,,Classe C
2918,2015,Classe 1,Diesel,Usados,8044576971,Mercedes-Benz,170 cv,165 000 km,Carrinha,Manual,,,Sim,Classe C
2919,2014,Classe 1,Diesel,Usados,8053816407,BMW,183 cv,113 466 km,Sedan,Automática,Nacional,00-PD-00,Sim,Série 5
2920,2019,Classe 1,Diesel,Usados,8069610627,Mercedes-Benz,194 cv,18 000 km,Sedan,Automática,Nacional,18-XA-30,Sim,Classe C
2921,2018,,Gasolina,Usados,8046031324,Peugeot,82 cv,20 000 km,Citadino,Manual,Nacional,,Sim,
2922,2012,,Diesel,Usados,8003003840,Peugeot,110 cv,160 000 km,Carrinha,Automática,,,Sim,
2923,2014,Classe 1,Diesel,Usados,8050864016,BMW,143 cv,130 131 km,Sedan,Manual,Nacional,00-00-00,Sim,Série 4
2924,1989,,Gasolina,Usados,8047324586,MINI,38 cv,8 000 km,Pequeno citadino,Manual,,,Sim,
2925,2015,Classe 1,Diesel,Usados,8060056886,BMW,116 cv,79 931 km,Monovolume,Manual,,,Sim,Série 2
2926,2015,Classe 1,Diesel,Usados,8060056886,BMW,116 cv,79 931 km,Monovolume,Manual,,,Sim,Série 2
2927,2019,Classe 1,Diesel,Usados,8056467440,Volvo,120 cv,16 000 km,Utilitário,Automática,Nacional,,Sim,
2928,2017,Classe 1,Diesel,Usados,8064828403,Renault,90 cv,46 601 km,Carrinha,Manual,Nacional,51-TC-10,,
2929,2017,,Diesel,Usados,8045853866,Mitsubishi,150 cv,40 500 km,SUV / TT,Manual,Nacional,,Sim,
2930,2018,,Gasolina,Usados,8067865857,Mercedes-Benz,163 cv,24 085 km,Utilitário,Automática,Nacional,23-VT-23,,Classe A
2931,2012,Classe 1,Diesel,Usados,8047357264,Volvo,115 cv,164 000 km,Carrinha,Manual,,,,
2932,2013,,Diesel,Usados,8001146722,Citroën,92 cv,159 000 km,Citadino,Automática,,,Sim,
2933,2004,,Gasolina,Usados,8059890065,Audi,450 cv,123 011 km,Carrinha,,Nacional,,,
2934,2017,Classe 1,Gasolina,Usados,8075582025,Smart,71 cv,32 000 km,Pequeno citadino,,,,,
2935,2014,,Diesel,Usados,8037385551,Peugeot,92 cv,139 000 km,SUV / TT,Manual,,,Sim,
2936,2017,,Diesel,Usados,8075645274,BMW,116 cv,150 000 km,Monovolume,,,,,Série 2
2937,2015,Classe 1,Diesel,Usados,8066330320,BMW,190 cv,184 000 km,Carrinha,Automática,Nacional,,Sim,Série 5
2938,2011,Classe 1,Diesel,Usados,8074265605,Citroën,115 cv,205 577 km,Utilitário,Automática,Nacional,,,
2939,2015,,Diesel,Usados,8038285359,Peugeot,92 cv,116 000 km,Utilitário,Manual,Nacional,,Sim,
2940,2016,Classe 1,Diesel,Usados,8049047638,Volvo,120 cv,44 087 km,Carrinha,Manual,Nacional,96-RO-77,,
2941,2012,,Diesel,Usados,6009099301,BMW,258 cv,98 700 km,Sedan,Automática,Nacional,,,Série 7
2942,2013,Classe 1,Diesel,Usados,8051507617,Mercedes-Benz,204 cv,125 000 km,Sedan,Automática,,,Sim,Classe C
2943,2010,Classe 1,Diesel,Usados,8068138965,BMW,184 cv,198 973 km,Carrinha,Manual,,,Sim,Série 3
2944,2017,,Diesel,Usados,8075645274,BMW,116 cv,150 000 km,Monovolume,,,,,Série 2
2945,2017,Classe 1,Gasolina,Usados,8075582025,Smart,71 cv,32 000 km,Pequeno citadino,,,,,
2946,2018,Classe 1,Híbrido (Gasolina),Usados,8034108589,Porsche,461 cv,18 000 km,Sedan,Automática,,,Sim,
2947,2018,,Diesel,Usados,8052734656,Jeep,120 cv,28 950 km,SUV / TT,Manual,Nacional,43-UN-91,Sim,
2948,2018,Classe 1,Diesel,Usados,8066333315,MINI,95 cv,21 385 km,Citadino,Manual,Nacional,48-VU-15,,
2949,2009,Classe 1,Diesel,Usados,8051516774,Audi,140 cv,180 096 km,Cabrio,Manual,Nacional,,,
2950,2018,,Gasolina,Usados,8048502542,VW,60 cv,29 000 km,Pequeno citadino,Manual,,,Sim,
2951,2009,Classe 1,Diesel,Usados,8051515366,Mercedes-Benz,170 cv,457 168 km,Sedan,Automática,Nacional,,,Classe E
2952,2019,,Gasolina,Usados,8074286531,Opel,83 cv,9 691 km,SUV / TT,,,,,
2953,2018,Classe 1,Gasolina,Usados,8060732093,Mercedes-Benz,367 cv,15 000 km,SUV / TT,Automática,,,Sim,Classe GLC
2954,2016,,Diesel,Usados,8054400199,Mitsubishi,114 cv,65 451 km,SUV / TT,Manual,Nacional,,Sim,
2955,2003,Classe 1,Diesel,Usados,8046250772,Mercedes-Benz,136 cv,302 700 km,Carrinha,Manual,Importado,,,Classe C
2956,2015,Classe 1,Diesel,Usados,8043724739,Mercedes-Benz,177 cv,178 000 km,Carrinha,Automática,,,,Classe CLA
2957,2016,Classe 1,Diesel,Usados,8051161895,Renault,110 cv,95 000 km,Carrinha,Manual,,,Sim,
2958,2019,,Gasolina,Usados,8074286531,Opel,83 cv,9 691 km,SUV / TT,,,,,
2959,2018,Classe 1,Híbrido (Gasolina),Usados,8034108576,Porsche,461 cv,18 000 km,Carrinha,Automática,,,Sim,
2960,2019,Classe 1,Gasolina,Usados,8054813671,Opel,85 cv,2 500 km,SUV / TT,Manual,Nacional,,Sim,
2961,2016,Classe 1,Diesel,Usados,8071121962,Volvo,120 cv,156 000 km,Utilitário,Manual,,,Sim,
2962,2007,Classe 1,Gasolina,Usados,8075758114,Mazda,126 cv,65 031 km,Cabrio,Manual,,,,
2963,2018,,Diesel,Usados,8072469682,Renault,110 cv,65 091 km,Carrinha,Manual,,,,
2964,2013,Classe 1,Diesel,Usados,8070799265,BMW,184 cv,204 052 km,SUV / TT,Manual,Nacional,45-NS-72,,Série X
2965,2016,Classe 1,Diesel,Usados,8000557244,Audi,262 cv,20 200 km,Sedan,Automática,Nacional,,Sim,
2966,2018,Classe 1,Diesel,Usados,8074307266,Opel,99 cv,42 651 km,SUV / TT,Manual,Nacional,,,
2967,1998,Classe 1,Gasolina,Usados,8075599611,Fiat,53 cv,230 000 km,Citadino,Manual,Nacional,00-00-00,,
2968,2018,Classe 1,Gasolina,Usados,8075599683,Opel,70 cv,19 400 km,Pequeno citadino,Manual,Nacional,,,
2969,2014,Classe 1,Diesel,Usados,8044949904,Audi,136 cv,75 068 km,Carrinha,Manual,Nacional,64-PJ-77,Sim,
2970,2017,Classe 1,Diesel,Usados,8067789806,Peugeot,120 cv,151 000 km,SUV / TT,Automática,,,Sim,
2971,2008,Classe 1,Diesel,Usados,8075599033,BMW,207 cv,144 000 km,Cabrio,Manual,Nacional,,,Série 3
2972,2018,,Diesel,Usados,8051596612,BMW,190 cv,10 354 km,Sedan,Automática,Nacional,27-VB-78,Sim,Série 3
2973,2012,,Diesel,Usados,8075599713,VW,105 cv,95 636 km,Utilitário,Manual,Nacional,,,
2974,2017,Classe 1,Diesel,Usados,8047333314,MINI,170 cv,41 694 km,Citadino,Manual,Nacional,28-TT-94,Sim,
2975,2018,Classe 1,Diesel,Usados,8074307266,Opel,99 cv,42 651 km,SUV / TT,Manual,Nacional,,,
2976,1992,,Diesel,Usados,8070245945,Nissan,200 cv,231 km,SUV / TT,,,,Sim,
2977,2010,Classe 1,Diesel,Usados,8067748998,Renault,110 cv,178 000 km,Coupé,Manual,,,Sim,
2978,2017,,Diesel,Usados,8074189885,Peugeot,120 cv,52 770 km,Utilitário,Manual,Nacional,,,
2979,2014,Classe 1,Diesel,Usados,8075599380,BMW,184 cv,94 000 km,Coupé,Manual,Importado,82/ZR/40,,Série 1
2980,2010,Classe 1,Diesel,Usados,8068138965,BMW,184 cv,198 973 km,Carrinha,Manual,,,Sim,Série 3
2981,2007,Classe 1,Gasolina,Usados,8075758114,Mazda,126 cv,65 031 km,Cabrio,Manual,,,,
2982,2008,Classe 1,Diesel,Usados,8075600159,Smart,45 cv,78 000 km,Pequeno citadino,Automática,,,,
2983,2017,Classe 1,Diesel,Usados,8069212071,Renault,110 cv,118 000 km,Carrinha,Manual,,,Sim,
2984,1993,,Diesel,Usados,8075599729,Mitsubishi,100 cv,307 945 km,SUV / TT,Manual,Nacional,,,
2985,2019,Classe 1,Gasolina,Usados,8073350797,Peugeot,82 cv,14 000 km,SUV / TT,,Nacional,,Sim,
2986,2015,,Diesel,Usados,8062078490,Renault,110 cv,88 438 km,Carrinha,Manual,Nacional,,Sim,
2987,2013,Classe 1,Diesel,Usados,8075593525,Mercedes-Benz,110 cv,144 000 km,Sedan,Manual,,,,
2988,2010,Classe 1,Diesel,Usados,8074265075,Ford,69 cv,115 337 km,Sedan,Manual,Nacional,70-IZ-96,,
2989,2015,,Diesel,Usados,8062078490,Renault,110 cv,88 438 km,Carrinha,Manual,Nacional,,Sim,
2990,2018,,Diesel,Usados,8051596612,BMW,190 cv,10 354 km,Sedan,Automática,Nacional,27-VB-78,Sim,Série 3
