,price,ID,vehicle_type,year,transmission,horsepower,km,fuel_type,brand
6560,9875,8062074178,suv,2014,manual,115,90000,diesel,Citroën
6561,34900,8059945171,suv,2014,manual,110,130000,diesel,Nissan
6562,22990,8072078168,small_car,2011,manual,95,129900,diesel,Fiat
6563,18000,8066558624,sports_tourism_van,2001,manual,143,260000,diesel,Mercedes-Benz
6564,25900,8075583238,suv,2006,manual,174,215000,diesel,Nissan
6565,12500,8074272258,small_car,1997,manual,50,186660,gas,VW
6566,6950,8075583139,sports_tourism_van,2016,manual,100,81000,diesel,Peugeot
6567,5900,8070595889,suv,2016,manual,90,82771,diesel,Renault
6568,11200,8071812859,suv,2014,manual,110,101000,diesel,Nissan
6569,9500,8071230354,suv,2006,manual,133,218000,diesel,Peugeot
6570,31749,8063616010,sports_tourism_van,2008,manual,125,180000,diesel,Opel
6571,9875,8074268834,small_car,2002,manual,70,312570,diesel,Peugeot
6572,27490,8063512094,sports_tourism_van,2007,manual,136,238000,diesel,Volvo
6573,12990,8070595909,coupé,1973,manual,65,37095,gas,Toyota
6574,28999,8071318362,sports_tourism_van,2013,automatic,136,190000,diesel,Audi
6575,10500,8074292389,sports_tourism_van,2015,automatic,240,164307,diesel,VW
6576,24350,8044250772,suv,2013,manual,144,90000,diesel,Toyota
6577,35999,8068247011,small_car,2013,manual,68,90000,gas,Citroën
6578,34900,8074282014,large_family_car,1999,manual,99,196169,gas,Mitsubishi
6579,14800,8073216711,sports_tourism_van,2017,manual,90,120000,gas,Renault
6580,31000,8075583000,small_car,2007,manual,105,219000,diesel,Audi
6581,19900,8071823203,small_car,2013,manual,150,175000,diesel,Audi
6582,13500,8074297184,sports_tourism_van,2014,manual,95,157622,diesel,Renault
6583,9150,8074377766,suv,2017,automatic,190,30000,diesel,BMW
6584,18000,8075583283,suv,2010,manual,142,165828,diesel,BMW
6585,26749,8071307165,small_car,2009,manual,68,100000,gas,Toyota
6586,8500,8063632479,small_car,2006,manual,75,170000,gas,Ford
6587,5500,8069527099,small_car,2014,automatic,110,148000,diesel,Mercedes-Benz
6588,24990,8075583053,sports_tourism_van,2002,manual,120,180000,diesel,Renault
6589,25999,8074407878,sports_tourism_van,2011,automatic,184,87000,diesel,BMW
6590,16499,8073870114,sports_tourism_van,2014,manual,120,140000,diesel,Peugeot
6591,2800,8071203003,small_car,2016,manual,120,102054,diesel,Ford
6592,15500,8063610037,sports_tourism_van,2007,automatic,170,410000,diesel,Mercedes-Benz
6593,19900,8069725344,small_car,2014,manual,75,79090,diesel,VW
6594,2800,8074268115,coupé,2014,manual,128,114000,diesel,Kia
6595,18000,8064854306,suv,2019,manual,90,18108,diesel,Renault
6596,25900,8066270181,small_car,2017,manual,109,62054,diesel,Mercedes-Benz
6597,12990,8070776729,sports_tourism_van,2008,manual,90,141000,diesel,Ford
6598,7000,8054484722,small_car,2010,manual,105,164000,diesel,VW
6599,35999,8061941614,small_car,2007,manual,70,118000,gas,Citroën
6600,25999,8071218322,small_car,2015,manual,75,87000,diesel,Renault
6601,10500,8072002488,small_car,2002,manual,70,290000,diesel,Citroën
6602,9875,8069970724,suv,2010,manual,105,170000,diesel,VW
6603,13500,8053502611,small_car,2013,manual,69,90000,gas,Fiat
6604,8500,8066270258,sports_tourism_van,2015,manual,115,72634,diesel,Ford
6605,22990,8065917806,small_car,2007,manual,70,187659,diesel,Citroën
6606,24350,8071924018,small_car,2009,manual,80,80000,gas,Opel
6607,24990,8055826674,suv,2014,automatic,180,280000,diesel,Mitsubishi
6608,31749,8059533677,suv,2017,manual,130,60000,diesel,Renault
6609,12500,8070234717,large_family_car,2005,manual,110,230000,diesel,Volvo
6610,26749,8064833784,small_car,2017,manual,110,71458,diesel,Renault
6611,16499,8037249401,sports_tourism_van,2014,automatic,231,138000,hybrid,Mercedes-Benz
6612,34900,8075582594,coupé,2016,automatic,204,67500,diesel,Mercedes-Benz
6613,6950,8037826588,large_family_car,2000,manual,110,220000,diesel,SEAT
6614,5900,8041196237,sports_tourism_van,2014,manual,90,160000,diesel,Renault
6615,18000,8064834395,sports_tourism_van,2017,automatic,130,33341,diesel,Renault
6616,5500,8056505228,suv,1998,manual,90,170000,diesel,Suzuki
6617,9500,8068684356,small_car,2013,automatic,200,147000,hybrid,Citroën
6618,11200,8074268450,small_car,2019,manual,70,18500,gas,Kia
6619,9150,8073021502,sports_tourism_van,2015,automatic,116,147000,diesel,Mercedes-Benz
6620,15500,8072717311,coupé,2005,manual,143,261000,diesel,Mercedes-Benz
6621,28999,8075582730,small_car,2018,automatic,95,11500,gas,VW
6622,31000,8075582378,large_family_car,2006,automatic,235,250000,diesel,Mercedes-Benz
6623,14800,8065796652,small_car,2009,manual,60,120000,gas,Citroën
6624,15500,8070766320,suv,2016,manual,90,116000,diesel,Renault
6625,25900,8070670580,suv,2012,manual,163,139000,diesel,Ford
6626,10500,8072253200,sports_tourism_van,1979,manual,70,84000,gas,VW
6627,14800,8070748212,small_car,2016,manual,116,60000,diesel,MINI
6628,9500,8069664303,large_family_car,1999,manual,115,240000,diesel,VW
6629,13500,8071585741,sports_tourism_van,2016,manual,90,92000,diesel,Renault
6630,16499,8067444734,large_family_car,2016,automatic,190,16000,diesel,Audi
6631,6950,8073032984,sports_tourism_van,2016,manual,105,95760,diesel,SEAT
6632,9875,8050834046,suv,1971,manual,50,15000,gas,VW
6633,2800,8070498317,small_car,2018,manual,75,47000,diesel,Citroën
6634,24350,8068248127,small_car,2017,manual,75,55000,diesel,Peugeot
6635,8500,8071120073,suv,2018,manual,90,19600,gas,Renault
6636,34900,8070660994,small_car,2016,manual,90,60000,diesel,Audi
6637,22990,8045908630,coupé,1966,manual,90,99000,gas,Porsche
6638,9150,8010650730,suv,2013,manual,105,57183,diesel,SEAT
6639,5500,8034398135,suv,2006,manual,90,237000,diesel,Citroën
6640,12990,8074223198,small_car,2004,manual,85,236000,diesel,Renault
6641,31749,8071122832,large_family_car,2009,manual,177,263425,diesel,BMW
6642,19900,8075581659,small_car,2007,manual,105,187500,diesel,Renault
6643,12500,8075534124,large_family_car,2008,automatic,286,236000,diesel,BMW
6644,25999,8073019561,small_car,2017,manual,110,112424,diesel,Renault
6645,18000,8073022792,sports_tourism_van,2004,manual,115,195000,diesel,Volvo
6646,11200,8071585231,small_car,2017,manual,110,68000,diesel,Renault
6647,18000,8074222124,sports_tourism_van,2017,automatic,120,82000,diesel,Fiat
6648,28999,8071120703,small_car,2010,automatic,70,138325,gas,Fiat
6649,26749,8053302119,sports_tourism_van,2008,manual,143,315285,diesel,Audi
6650,6950,8058368371,small_car,2015,manual,90,143000,diesel,Renault
6651,19900,8073033133,small_car,2005,automatic,110,100600,GPL,Chevrolet
6652,12500,8047108739,sports_tourism_van,2008,manual,110,119850,diesel,Peugeot
6653,34900,8070746897,suv,2015,manual,75,143000,diesel,Peugeot
6654,31000,8074191822,large_family_car,2012,automatic,184,192000,diesel,BMW
6655,12990,8044878935,large_family_car,1999,automatic,236,137850,gas,Jaguar
6656,18000,8070681707,sports_tourism_van,2017,manual,120,71000,diesel,Ford
6657,31749,8068246447,large_family_car,2011,manual,177,176000,diesel,Audi
6658,13500,8070750677,small_car,2015,manual,95,111000,diesel,Opel
6659,24990,8070666779,sports_tourism_van,2009,manual,126,232000,diesel,Toyota
6660,7000,8070667486,sports_tourism_van,2016,manual,136,130000,diesel,Audi
6661,25999,8071201513,small_car,2017,manual,95,34180,diesel,Opel
6662,27490,8044078810,coupé,2009,manual,204,250000,diesel,Mercedes-Benz
6663,26749,8070501290,small_car,2017,manual,90,56000,diesel,Renault
6664,35999,8044845607,small_car,2007,manual,75,175000,gas,Toyota
6665,10500,8066141658,sports_tourism_van,2016,manual,110,153048,diesel,Renault
6666,24350,8059651970,small_car,2016,manual,116,112000,diesel,BMW
6667,9500,8056594513,small_car,2015,automatic,136,80000,hybrid,Toyota
6668,7000,8071579490,sports_tourism_van,2015,manual,136,125654,diesel,Mercedes-Benz
6669,11200,8057084468,sports_tourism_van,2016,manual,110,71000,diesel,Opel
6670,24990,8073030196,sports_tourism_van,2014,manual,110,154621,diesel,Renault
6671,22990,8042117181,sports_tourism_van,2015,automatic,177,73886,diesel,Mercedes-Benz
6672,5900,8036502824,suv,2001,manual,112,255000,diesel,Hyundai
6673,9875,8070767171,small_car,2014,manual,75,113000,diesel,Ford
6674,2800,8057946663,suv,2016,automatic,204,72381,diesel,Mercedes-Benz
6675,8500,8038634544,sports_tourism_van,2015,automatic,190,135465,diesel,Audi
6676,5500,8058166614,sports_tourism_van,2016,manual,95,117000,diesel,Renault
6677,18000,8064825162,sports_tourism_van,2001,manual,90,199000,gas,Opel
6678,15500,8070661813,small_car,2010,manual,90,137000,diesel,Ford
6679,25900,8075517949,sports_tourism_van,2013,manual,115,143,diesel,Volvo
6680,5900,8070557924,large_family_car,2015,manual,136,178000,diesel,Audi
6681,24350,8074273021,small_car,2018,manual,69,18817,gas,Fiat
6682,14800,8074297324,large_family_car,2012,manual,184,141252,diesel,BMW
6683,12500,8074148957,small_car,2004,manual,70,234878,diesel,Peugeot
6684,15500,8074271910,sports_tourism_van,2016,manual,110,71000,diesel,Opel
6685,11200,8074292072,small_car,2019,manual,90,29475,gas,Renault
6686,9500,8056049568,small_car,2009,manual,75,115000,diesel,Kia
6687,19900,8071584696,small_car,2018,manual,82,27000,gas,Peugeot
6688,26749,8070749619,small_car,2017,manual,75,55000,diesel,Peugeot
6689,31749,8049883282,large_family_car,2018,automatic,252,21851,hybrid,BMW
6690,16499,8074304354,suv,2019,automatic,115,9872,gas,SEAT
6691,8500,8071205820,small_car,2016,manual,100,46800,diesel,Peugeot
6692,28999,8069423892,small_car,2011,manual,150,142569,diesel,Mitsubishi
6693,12990,8070677533,small_car,2018,manual,69,30000,gas,Fiat
6694,31000,8064821167,sports_tourism_van,2016,manual,100,90000,diesel,Citroën
6695,5500,8074291074,small_car,2018,manual,70,57485,gas,Opel
6696,25900,8070672009,small_car,2018,manual,95,47500,diesel,SEAT
6697,18000,8056718314,small_car,2012,manual,95,140000,diesel,Ford
6698,6950,8074287768,sports_tourism_van,2011,manual,140,170000,diesel,Audi
6699,13500,8066203429,sports_tourism_van,2011,manual,136,75139,diesel,Audi
6700,9875,8072615208,small_car,2010,manual,105,128028,diesel,SEAT
6701,9150,8072261312,large_family_car,2006,manual,150,126065,diesel,Alfa Romeo
6702,18000,8053469063,coupé,2015,automatic,190,202000,diesel,BMW
6703,25999,8075581714,small_car,2014,manual,70,110254,diesel,Citroën
6704,34900,8063271031,sports_tourism_van,2014,manual,105,111000,diesel,SEAT
6705,2800,8074291662,small_car,2019,manual,90,7551,gas,Renault
6706,10500,8068268172,large_family_car,2011,manual,126,171000,diesel,Toyota
6707,35999,8075581769,sports_tourism_van,2006,manual,75,282000,diesel,VW
6708,6950,8033910070,small_car,2015,manual,85,48000,gas,Fiat
6709,34900,8028664179,sports_tourism_van,2005,automatic,150,260000,diesel,Mercedes-Benz
6710,9875,8075581145,small_car,2008,manual,69,178000,gas,Fiat
6711,12500,8070582978,small_car,2018,manual,70,27500,gas,Opel
6712,18000,8060489729,small_car,2016,manual,110,72000,diesel,Audi
6713,27490,8073088078,sports_tourism_van,2010,manual,112,104991,diesel,MINI
6714,16499,8059824553,sports_tourism_van,2014,manual,115,156000,diesel,Peugeot
6715,9150,8038329180,sports_tourism_van,2005,manual,177,173000,diesel,BMW
6716,22990,8070582907,small_car,2017,manual,82,67000,gas,Peugeot
6717,8500,8038335410,sports_tourism_van,2014,automatic,115,123000,diesel,Peugeot
6718,24990,8068052426,small_car,2014,automatic,101,99000,hybrid,Toyota
6719,11200,8026052850,sports_tourism_van,2014,automatic,115,86000,diesel,Peugeot
6720,28999,8075581409,sports_tourism_van,2014,manual,105,102000,diesel,VW
6721,31749,8071205695,suv,2017,manual,90,70600,diesel,Renault
6722,19900,8070582944,small_car,2019,manual,100,470,gas,Ford
6723,14800,8063598807,small_car,2018,manual,82,40000,gas,Citroën
6724,13500,8058782453,small_car,2010,manual,90,232000,diesel,VW
6725,7000,8071205792,small_car,2018,manual,105,14111,gas,Opel
6726,25999,8071205714,suv,2017,manual,82,70100,gas,Peugeot
6727,2800,8008251405,sports_tourism_van,2014,manual,115,98000,diesel,Peugeot
6728,31000,8062086098,suv,2014,manual,110,154000,diesel,Dacia
6729,15500,8075581289,suv,2011,manual,190,66407,gas,Nissan
6730,5500,8052250426,sports_tourism_van,2013,manual,110,148000,diesel,Renault
6731,25900,8063359200,coupé,2015,automatic,255,140000,diesel,Mercedes-Benz
6732,5900,8074272780,small_car,2018,manual,69,51978,gas,Fiat
6733,35999,8073081711,sports_tourism_van,2018,manual,90,24452,diesel,Renault
6734,26749,8053677015,large_family_car,2007,manual,150,205000,diesel,Opel
6735,18000,8040643423,coupé,2000,manual,320,139000,gas,Porsche
6736,5500,8034032896,suv,2014,automatic,90,86000,diesel,Renault
6737,31000,8059823222,sports_tourism_van,2014,automatic,136,112000,hybrid,Toyota
6738,10500,8035353975,small_car,2015,manual,100,61000,diesel,Citroën
6739,7000,8052146427,sports_tourism_van,2006,manual,109,290000,diesel,Ford
6740,28999,8061882337,small_car,2016,automatic,120,120000,diesel,Volvo
6741,9500,8071106970,large_family_car,2010,manual,125,221000,GPL,Citroën
6742,31749,8037926351,small_car,2016,manual,75,70400,gas,VW
6743,22990,8001466538,small_car,2014,manual,110,125000,diesel,Renault
6744,15500,8075581006,sports_tourism_van,2014,manual,143,61573,diesel,BMW
6745,25900,8053348938,coupé,2018,automatic,469,21000,gas,Mercedes-Benz
6746,24350,8060470531,sports_tourism_van,2014,manual,115,152000,diesel,Peugeot
6747,2800,8037287006,suv,2016,automatic,120,105000,diesel,Peugeot
6748,5900,8063472358,sports_tourism_van,2014,automatic,200,110000,hybrid,Peugeot
6749,9875,8002358540,suv,2014,manual,115,67000,diesel,Peugeot
6750,25999,8068242988,suv,2017,manual,115,22557,gas,Nissan
6751,18000,8075581064,sports_tourism_van,2017,manual,109,120794,diesel,Mercedes-Benz
6752,11200,8033988120,small_car,2015,manual,115,82000,diesel,Citroën
6753,13500,8041809103,sports_tourism_van,2011,manual,130,157000,diesel,Opel
6754,14800,8066328288,suv,2016,manual,115,105000,diesel,Peugeot
6755,24990,8037355771,small_car,2012,manual,105,133000,diesel,Audi
6756,8500,8000081128,sports_tourism_van,2012,manual,184,139000,diesel,BMW
6757,16499,8069479784,suv,2017,manual,110,30927,diesel,Nissan
6758,18000,8061988754,suv,2018,automatic,130,30000,diesel,Peugeot
6759,9150,8036998146,small_car,2014,manual,85,117000,diesel,Renault
6760,27490,8075581093,coupé,2015,automatic,510,60000,gas,Mercedes-Benz
6761,6950,8037313554,suv,2015,automatic,105,147000,diesel,VW
6762,26749,8067912265,small_car,2017,manual,110,78100,gas,DS
6763,12500,8035357842,small_car,2015,manual,100,98000,diesel,Citroën
6764,19900,8073103799,coupé,2007,manual,245,80000,gas,Porsche
6765,35999,8005080315,sports_tourism_van,2010,manual,90,152590,diesel,Renault
6766,34900,8035358859,suv,2014,manual,130,111000,diesel,Renault
6767,12990,8035354489,sports_tourism_van,2014,manual,112,105000,diesel,Peugeot
6768,16499,8063703161,suv,2016,manual,120,129500,diesel,Peugeot
6769,8500,8066127245,sports_tourism_van,2016,manual,130,163000,diesel,Renault
6770,9875,8066129301,sports_tourism_van,2005,automatic,272,304000,diesel,BMW
6771,35999,8071205851,small_car,2018,manual,110,28600,diesel,Opel
6772,9150,8070583148,small_car,2017,manual,75,69000,gas,SEAT
6773,9500,8070583000,sports_tourism_van,2015,automatic,109,89000,diesel,Mercedes-Benz
6774,11200,8043223583,small_car,2017,manual,105,14608,gas,Opel
6775,25999,8075580883,sports_tourism_van,2015,manual,120,118641,diesel,Peugeot
6776,34900,8070583057,small_car,2018,automatic,69,23600,gas,Citroën
6777,7000,8069480985,small_car,2017,manual,116,102000,diesel,BMW
6778,22990,8063703379,suv,2015,manual,130,108800,diesel,Renault
6779,12500,8075580359,sports_tourism_van,2005,automatic,224,500000,diesel,Mercedes-Benz
6780,18000,8075580848,small_car,2018,manual,70,37143,gas,Fiat
6781,18000,8075580876,suv,2009,manual,110,158000,diesel,Nissan
6782,14800,8063622822,coupé,2019,manual,163,1834,gas,Mercedes-Benz
6783,13500,8069247440,small_car,1992,manual,75,185000,gas,Nissan
6784,31749,8064940050,sports_tourism_van,2013,manual,160,197000,diesel,Opel
6785,24990,8032130682,sports_tourism_van,2015,manual,110,125000,diesel,Renault
6786,19900,8075580827,sports_tourism_van,2016,manual,170,140000,diesel,Mercedes-Benz
6787,27490,8063460208,cabrio,2009,automatic,100,25000,gas,Fiat
6788,2800,8073955335,large_family_car,2011,automatic,183,215129,diesel,BMW
6789,31000,8068981754,suv,2017,manual,110,49000,diesel,Nissan
6790,5900,8041422558,sports_tourism_van,2016,manual,110,55000,diesel,Renault
6791,28999,8074213664,sports_tourism_van,2018,manual,120,129283,diesel,Peugeot
6792,12990,8069722045,small_car,2017,manual,120,64834,diesel,Ford
6793,24350,8029855590,suv,2015,manual,90,79000,diesel,Renault
6794,6950,8047876706,sports_tourism_van,2017,manual,110,69850,diesel,Renault
6795,15500,8070583072,small_car,2017,manual,75,73184,gas,VW
6796,25900,8070583131,small_car,2018,manual,75,22900,gas,VW
6797,10500,8073697050,suv,2017,manual,75,89100,gas,Peugeot
6798,26749,8071205629,small_car,2016,manual,90,68500,gas,Renault
6799,5500,8075276239,coupé,2012,manual,177,155000,diesel,Audi
6800,22990,8074044533,small_car,2017,automatic,109,55471,diesel,Mercedes-Benz
6801,25900,8072337944,small_car,2017,manual,116,45595,diesel,Audi
6802,12990,8072337944,small_car,2017,manual,116,45595,diesel,Audi
6803,16499,8038189137,sports_tourism_van,2011,manual,143,273230,diesel,BMW
6804,28999,8051050181,sports_tourism_van,2014,automatic,258,191000,diesel,BMW
6805,15500,8034499138,cabrio,2013,automatic,54,80000,diesel,Smart
6806,10500,8034499138,cabrio,2013,automatic,54,80000,diesel,Smart
6807,6950,8064635369,small_car,2015,manual,90,99850,gas,Dacia
6808,35999,8066126585,suv,2018,manual,150,21340,diesel,BMW
6809,12500,8069979513,suv,2015,manual,120,77700,diesel,Opel
6810,7000,8073683483,small_car,2013,manual,69,77936,gas,Opel
6811,5900,8069124206,small_car,2015,manual,250,115618,gas,Ford
6812,26749,8074226759,small_car,2017,manual,115,53376,diesel,BMW
6813,11200,8075530529,coupé,2006,manual,250,127000,gas,Porsche
6814,24350,8025636147,small_car,2015,manual,116,73000,diesel,MINI
6815,27490,8072478719,coupé,2016,manual,190,164500,diesel,BMW
6816,2800,8075579578,small_car,2018,manual,60,34675,gas,VW
6817,5500,8070995106,small_car,2008,manual,110,185000,diesel,MINI
6818,18000,8075406373,cabrio,2010,manual,69,130120,gas,Fiat
6819,25999,8074226737,suv,2018,manual,110,50176,diesel,Nissan
6820,8500,8074291080,coupé,1973,manual,50,53063,gas,VW
6821,18000,8049134503,suv,2015,manual,105,93861,diesel,Mazda
6822,31000,8067188817,coupé,2016,manual,170,140000,diesel,Mercedes-Benz
6823,19900,8047227657,coupé,2018,automatic,245,22500,diesel,Mercedes-Benz
6824,9875,8070922307,sports_tourism_van,2014,manual,110,171500,diesel,VW
6825,24350,8073693884,small_car,2018,automatic,69,23600,gas,Citroën
6826,9500,8075580384,small_car,2016,manual,75,84001,gas,SEAT
6827,18000,8072911724,cabrio,1998,automatic,224,60293,gas,Mercedes-Benz
6828,9500,8001014842,sports_tourism_van,2009,automatic,225,229060,diesel,Audi
6829,7000,8075531485,coupé,2017,automatic,150,127000,diesel,Mercedes-Benz
6830,22990,8074265664,suv,2014,automatic,170,155000,diesel,Mercedes-Benz
6831,8500,8072362384,small_car,2008,automatic,68,103574,gas,Citroën
6832,6950,8064796633,suv,2015,manual,120,120000,diesel,Citroën
6833,13500,8074239240,small_car,2017,manual,69,80916,gas,Fiat
6834,5900,8075579292,sports_tourism_van,2019,manual,102,12483,gas,MINI
6835,31749,8042997715,coupé,2012,automatic,630,58000,gas,BMW
6836,15500,8074238208,small_car,2018,manual,120,42032,diesel,Ford
6837,19900,8068664715,coupé,1969,manual,170,99354,gas,Porsche
6838,25999,8050513488,large_family_car,2016,automatic,190,132500,diesel,Audi
6839,35999,8051270751,small_car,2016,manual,110,124361,diesel,Audi
6840,11200,8061927354,small_car,2019,automatic,190,12000,diesel,MINI
6841,31000,8075579430,suv,2016,manual,120,115000,diesel,Peugeot
6842,9875,8073079581,coupé,2019,automatic,116,11000,diesel,Mercedes-Benz
6843,12500,8072092909,coupé,2019,automatic,453,1190,gas,BMW
6844,12990,8064843041,coupé,1988,automatic,291,101400,gas,Jaguar
6845,16499,8055920857,small_car,2010,manual,105,86000,diesel,Audi
6846,25900,8074238997,small_car,2018,manual,69,37524,gas,Fiat
6847,10500,8074238702,small_car,2013,manual,90,101472,gas,Honda
6848,34900,8065230277,cabrio,2017,automatic,450,15000,gas,Porsche
6849,31749,8002546950,small_car,2019,manual,69,10000,gas,Fiat
6850,26749,8072480169,suv,2018,manual,115,28000,gas,VW
6851,14800,8053042693,small_car,2015,manual,109,115003,diesel,Mercedes-Benz
6852,12500,8044758037,small_car,2015,manual,75,130000,diesel,VW
6853,8500,8072320979,suv,2016,manual,110,95931,diesel,Renault
6854,11200,8064927524,small_car,2017,manual,82,27000,gas,Fiat
6855,9500,8044955154,large_family_car,2012,automatic,345,142500,hybrid,Lexus
6856,25999,8038819231,small_car,2016,manual,80,61589,gas,Ford
6857,12990,8043975473,small_car,2011,manual,100,95000,gas,Honda
6858,31000,8060377235,large_family_car,1960,manual,223,85300,gas,Jaguar
6859,35999,8069132793,large_family_car,2016,automatic,110,66000,diesel,Mercedes-Benz
6860,9150,8075578728,small_car,2018,manual,90,29426,diesel,Nissan
6861,5500,8060719008,small_car,2011,manual,90,75000,diesel,Audi
6862,24990,8052785966,sports_tourism_van,2019,automatic,204,14438,diesel,Audi
6863,18000,8074275524,suv,2013,automatic,184,151000,diesel,BMW
6864,22990,8059014713,sports_tourism_van,2015,manual,92,171000,diesel,Peugeot
6865,27490,8060439222,small_car,2008,manual,61,51861,gas,Citroën
6866,28999,8042041297,sports_tourism_van,2011,manual,105,241321,diesel,VW
6867,15500,8059385800,large_family_car,2012,automatic,156,96000,gas,Mercedes-Benz
6868,2800,8067535772,cabrio,2018,manual,70,33263,gas,Fiat
6869,25900,8072458407,suv,2009,manual,175,197250,diesel,Ford
6870,5900,8074235839,small_car,2015,automatic,88,59000,electric,Renault
6871,13500,8043975507,suv,2011,manual,90,136000,diesel,Toyota
6872,16499,8062701173,small_car,2009,manual,120,168000,gas,MINI
6873,9875,8075540030,sports_tourism_van,2016,manual,120,132560,diesel,Peugeot
6874,19900,8060738007,small_car,2004,manual,82,104000,diesel,Hyundai
6875,34900,8064104281,sports_tourism_van,2014,manual,115,132000,diesel,Peugeot
6876,6950,8074217385,sports_tourism_van,2009,manual,68,203000,diesel,Renault
6877,15500,8052931243,small_car,2017,manual,95,53000,diesel,Fiat
6878,5900,8054078617,suv,2008,manual,106,110000,diesel,Nissan
6879,25999,8047254122,suv,2015,automatic,180,90000,diesel,Volvo
6880,13500,8073018859,small_car,2016,automatic,170,36400,electric,BMW
6881,24990,8074217361,small_car,2014,manual,116,196000,diesel,BMW
6882,11200,8071197390,sports_tourism_van,2015,manual,110,130597,diesel,Renault
6883,24350,8075578461,small_car,2018,manual,90,19099,gas,Nissan
6884,25900,8072519908,large_family_car,2010,manual,130,198723,diesel,Opel
6885,12990,8068927460,small_car,2018,manual,100,39512,diesel,MINI
6886,9150,8054152473,small_car,2015,manual,115,102000,diesel,BMW
6887,27490,8059638037,sports_tourism_van,2012,automatic,184,216000,diesel,BMW
6888,31749,8074267185,suv,2016,manual,110,108000,diesel,Nissan
6889,9875,8073058128,sports_tourism_van,2015,automatic,190,149205,diesel,Audi
6890,26749,8052931176,small_car,2017,manual,75,24000,diesel,Citroën
6891,5500,8074217375,suv,2011,automatic,265,345000,diesel,Mercedes-Benz
6892,34900,8070439138,sports_tourism_van,2017,automatic,190,51297,diesel,Volvo
6893,9500,8066258261,sports_tourism_van,2010,manual,109,111000,diesel,Citroën
6894,18000,8053510700,coupé,2014,automatic,313,73000,diesel,BMW
6895,18000,8051731343,small_car,2016,automatic,70,33000,gas,Smart
6896,16499,8074291523,sports_tourism_van,2010,manual,90,103500,diesel,Peugeot
6897,19900,8055135157,small_car,2014,manual,130,51000,gas,Citroën
6898,2800,8072374258,small_car,2017,manual,69,77000,gas,Fiat
6899,35999,8061649628,small_car,2018,manual,90,29636,gas,Dacia
6900,31000,8073622016,large_family_car,2010,automatic,183,217324,diesel,BMW
6901,28999,8074295972,suv,2008,automatic,158,183000,diesel,Land Rover
6902,12500,8072910730,suv,2014,manual,150,142378,diesel,Mazda
6903,10500,8075578364,sports_tourism_van,2010,manual,150,123500,diesel,Honda
6904,31000,8072376123,large_family_car,2008,automatic,177,319000,diesel,BMW
6905,9150,8073142049,coupé,2008,manual,140,335000,diesel,VW
6906,13500,8074372857,suv,2014,manual,130,128618,diesel,Nissan
6907,11200,8063997296,suv,2016,manual,110,78934,diesel,Nissan
6908,16499,8073287021,small_car,2019,manual,110,18498,diesel,Opel
6909,24350,8074265197,small_car,2007,manual,90,453000,diesel,Hyundai
6910,26749,8074057962,sports_tourism_van,2012,manual,136,237000,diesel,Mercedes-Benz
6911,24990,8073079027,small_car,2019,automatic,90,14274,gas,Smart
6912,18000,8072281354,sports_tourism_van,2016,automatic,170,145000,diesel,Mercedes-Benz
6913,9500,8064860451,small_car,2008,manual,122,100000,gas,BMW
6914,35999,8064859833,suv,2012,manual,105,188000,diesel,Skoda
6915,18000,8067303204,small_car,2014,manual,80,104000,gas,Nissan
6916,5900,8056465527,small_car,2012,automatic,120,82000,diesel,Lancia
6917,28999,8069481492,suv,2008,automatic,286,177090,diesel,BMW
6918,15500,8072262566,sports_tourism_van,2006,manual,105,204495,diesel,Renault
6919,14800,8063792832,sports_tourism_van,2007,manual,105,189000,diesel,Renault
6920,31749,8071115932,coupé,2012,manual,110,150000,diesel,Renault
6921,2800,8069230636,coupé,2017,automatic,223,36517,hybrid,Lexus
6922,25900,8055971830,suv,2009,manual,125,284000,diesel,Opel
6923,7000,8074283287,small_car,2008,manual,69,138000,gas,Fiat
6924,22990,8074220149,large_family_car,2009,manual,150,98332,diesel,Chevrolet
6925,5500,8071667159,small_car,2019,manual,85,15570,gas,Ford
6926,8500,8066584306,small_car,2010,manual,110,306827,diesel,Ford
6927,9875,8042211609,small_car,2014,automatic,100,124000,hybrid,Toyota
6928,25999,8075578161,suv,2015,manual,110,77519,diesel,Mercedes-Benz
6929,6950,8072928053,sports_tourism_van,2012,manual,105,195000,diesel,VW
6930,34900,8074219612,large_family_car,2007,manual,177,320000,diesel,BMW
6931,12500,8074219860,suv,2007,manual,125,212894,diesel,Ford
6932,12990,8069040681,sports_tourism_van,2011,automatic,170,306000,diesel,VW
6933,27490,8059014958,sports_tourism_van,2010,manual,90,201000,diesel,Skoda
6934,10500,8069042387,cabrio,2007,manual,140,285000,diesel,VW
6935,19900,8061876340,small_car,2000,manual,67,230000,gas,Toyota
6936,9150,8072335849,small_car,2018,automatic,82,11863,electric,Smart
6937,14800,8070349469,small_car,2004,manual,90,238000,GPL,Honda
6938,35999,8074216234,sports_tourism_van,2012,manual,110,232830,diesel,Renault
6939,24990,8065664899,sports_tourism_van,2016,manual,120,109179,diesel,Peugeot
6940,16499,8058150971,small_car,2004,manual,54,139775,gas,Fiat
6941,18000,8073032263,sports_tourism_van,2015,manual,110,76684,diesel,Mercedes-Benz
6942,25999,8067435404,large_family_car,2017,automatic,252,34027,hybrid,BMW
